"Subject" "Activity" "TimeBodyAccelerometerMean()-X" "TimeBodyAccelerometerMean()-Y" "TimeBodyAccelerometerMean()-Z" "TimeBodyAccelerometerStandardDeviation()-X" "TimeBodyAccelerometerStandardDeviation()-Y" "TimeBodyAccelerometerStandardDeviation()-Z" "TimeGravityAccelerometerMean()-X" "TimeGravityAccelerometerMean()-Y" "TimeGravityAccelerometerMean()-Z" "TimeGravityAccelerometerStandardDeviation()-X" "TimeGravityAccelerometerStandardDeviation()-Y" "TimeGravityAccelerometerStandardDeviation()-Z" "TimeBodyAccelerometerJerkMean()-X" "TimeBodyAccelerometerJerkMean()-Y" "TimeBodyAccelerometerJerkMean()-Z" "TimeBodyAccelerometerJerkStandardDeviation()-X" "TimeBodyAccelerometerJerkStandardDeviation()-Y" "TimeBodyAccelerometerJerkStandardDeviation()-Z" "TimeBodyGyroscopeMean()-X" "TimeBodyGyroscopeMean()-Y" "TimeBodyGyroscopeMean()-Z" "TimeBodyGyroscopeStandardDeviation()-X" "TimeBodyGyroscopeStandardDeviation()-Y" "TimeBodyGyroscopeStandardDeviation()-Z" "TimeBodyGyroscopeJerkMean()-X" "TimeBodyGyroscopeJerkMean()-Y" "TimeBodyGyroscopeJerkMean()-Z" "TimeBodyGyroscopeJerkStandardDeviation()-X" "TimeBodyGyroscopeJerkStandardDeviation()-Y" "TimeBodyGyroscopeJerkStandardDeviation()-Z" "TimeBodyAccelerometerMagnitudeMean()" "TimeBodyAccelerometerMagnitudeStandardDeviation()" "TimeGravityAccelerometerMagnitudeMean()" "TimeGravityAccelerometerMagnitudeStandardDeviation()" "TimeBodyAccelerometerJerkMagnitudeMean()" "TimeBodyAccelerometerJerkMagnitudeStandardDeviation()" "TimeBodyGyroscopeMagnitudeMean()" "TimeBodyGyroscopeMagnitudeStandardDeviation()" "TimeBodyGyroscopeJerkMagnitudeMean()" "TimeBodyGyroscopeJerkMagnitudeStandardDeviation()" "FrequencyBodyAccelerometerMean()-X" "FrequencyBodyAccelerometerMean()-Y" "FrequencyBodyAccelerometerMean()-Z" "FrequencyBodyAccelerometerStandardDeviation()-X" "FrequencyBodyAccelerometerStandardDeviation()-Y" "FrequencyBodyAccelerometerStandardDeviation()-Z" "FrequencyBodyAccelerometerMeanFreq()-X" "FrequencyBodyAccelerometerMeanFreq()-Y" "FrequencyBodyAccelerometerMeanFreq()-Z" "FrequencyBodyAccelerometerJerkMean()-X" "FrequencyBodyAccelerometerJerkMean()-Y" "FrequencyBodyAccelerometerJerkMean()-Z" "FrequencyBodyAccelerometerJerkStandardDeviation()-X" "FrequencyBodyAccelerometerJerkStandardDeviation()-Y" "FrequencyBodyAccelerometerJerkStandardDeviation()-Z" "FrequencyBodyAccelerometerJerkMeanFreq()-X" "FrequencyBodyAccelerometerJerkMeanFreq()-Y" "FrequencyBodyAccelerometerJerkMeanFreq()-Z" "FrequencyBodyGyroscopeMean()-X" "FrequencyBodyGyroscopeMean()-Y" "FrequencyBodyGyroscopeMean()-Z" "FrequencyBodyGyroscopeStandardDeviation()-X" "FrequencyBodyGyroscopeStandardDeviation()-Y" "FrequencyBodyGyroscopeStandardDeviation()-Z" "FrequencyBodyGyroscopeMeanFreq()-X" "FrequencyBodyGyroscopeMeanFreq()-Y" "FrequencyBodyGyroscopeMeanFreq()-Z" "FrequencyBodyAccelerometerMagnitudeMean()" "FrequencyBodyAccelerometerMagnitudeStandardDeviation()" "FrequencyBodyAccelerometerMagnitudeMeanFreq()" "FrequencyBodyAccelerometerJerkMagnitudeMean()" "FrequencyBodyAccelerometerJerkMagnitudeStandardDeviation()" "FrequencyBodyAccelerometerJerkMagnitudeMeanFreq()" "FrequencyBodyGyroscopeMagnitudeMean()" "FrequencyBodyGyroscopeMagnitudeStandardDeviation()" "FrequencyBodyGyroscopeMagnitudeMeanFreq()" "FrequencyBodyGyroscopeJerkMagnitudeMean()" "FrequencyBodyGyroscopeJerkMagnitudeStandardDeviation()" "FrequencyBodyGyroscopeJerkMagnitudeMeanFreq()" "Angle(TimeBodyAccelerometerMean,Gravity)" "Angle(TimeBodyAccelerometerJerkMean),GravityMean)" "Angle(TimeBodyGyroscopeMean,GravityMean)" "Angle(TimeBodyGyroscopeJerkMean,GravityMean)" "Angle(X,GravityMean)" "Angle(Y,GravityMean)" "Angle(Z,GravityMean)"
"9" "2" 0.260799637878788 -0.0200236007371818 -0.11629512389899 -0.654822515151515 -0.612350937444444 -0.600541761248485 0.153708074444444 -0.0788853954444444 0.352112814181818 -0.937937852828283 -0.936002759292929 -0.933027448181818 0.0787452220828283 0.00646592548383838 0.000229080224646466 -0.653195091919192 -0.776980177676768 -0.804501281313131 -0.088040344620202 -0.10067501766101 0.123260476812121 -0.646133135313131 -0.66639415050505 -0.554044606988687 -0.0863364949337374 -0.0289022259010101 -0.040459183230303 -0.804313221515151 -0.836668142121212 -0.81871115020202 -0.599182559292929 -0.660274947757576 -0.599182559292929 -0.660274947757576 -0.704660979090909 -0.702829543030303 -0.49938488880101 -0.664586282828283 -0.820155843232323 -0.85175746979798 -0.647851882626263 -0.672368151818182 -0.668149098757576 -0.658283075252525 -0.608345955707071 -0.596551179664646 -0.394120233640808 -0.231051101562626 -0.0165619353737374 -0.686014101212121 -0.788086578989899 -0.787238591616162 -0.651249926262626 -0.780275148585859 -0.820196554949495 -0.254392830232323 -0.376658647827273 -0.318412187945455 -0.625232686717172 -0.719068524343434 -0.646949346949495 -0.656961111090909 -0.640466851707071 -0.569661502593939 -0.257516824333899 -0.367603217908081 -0.27902346620101 -0.652543857171717 -0.718010409390909 -0.0442041625767677 -0.689627793939394 -0.722389772323232 0.0970947137723232 -0.72699917959596 -0.682376303080808 -0.232882458232323 -0.84610228030303 -0.870866883434343 0.0591311860929293 0.0644252331050505 -0.0100866146757576 0.0723975812333333 0.0097351459060606 -0.0110222503030303 0.140392484705051 -0.336142976515152
"9" "3" 0.288882037586207 -0.0202163588875517 -0.0932245356390805 -0.401676793068966 -0.586065043691954 -0.479222458333333 0.950265564137931 -0.0223787500088506 -0.0349879677194253 -0.971259465402299 -0.955065511609195 -0.905401985862069 0.102163817022989 -0.00322629855977011 -0.00116386699528736 -0.493202558364368 -0.647928779597701 -0.67558451891954 -0.0593339055410345 -0.0658548536151724 0.107719848551724 -0.668271308666667 -0.653841823126437 -0.621170281471954 -0.0952669791126437 -0.0505327941367816 -0.0625147426045977 -0.736963992068966 -0.72089594045977 -0.703008654022989 -0.418451835364368 -0.356203217846667 -0.418451835364368 -0.356203217846667 -0.579866687351724 -0.479232869204598 -0.557943205363218 -0.625414191494253 -0.728060646206897 -0.719354541954023 -0.452797975628736 -0.577118201816092 -0.537144297604943 -0.38471883112069 -0.617645160183908 -0.489577426942529 -0.267398271914943 0.0282163193758621 -0.0203962717413793 -0.533558710667816 -0.649323002367816 -0.642014726241379 -0.497856239406897 -0.672664282528736 -0.708417756781609 -0.221685242712644 -0.162808296816207 -0.225706035885057 -0.631214380551724 -0.644582250333333 -0.608009215657471 -0.682789706275862 -0.663076364597701 -0.660896647609195 -0.195034710227586 -0.182194384575862 -0.141348511922529 -0.382210255264368 -0.443442857 -0.011861220637931 -0.494768288148276 -0.464350372402299 0.0639227201528736 -0.648693075517241 -0.675932248735632 -0.058786498162069 -0.724027005977012 -0.733234023563218 0.0763369129862069 -0.0482021147471264 -0.041956544445977 0.120990195737011 -0.0173940794436782 -0.86671251816092 0.0992491884022988 0.0470922488045977
"10" "1" 0.274555860841121 -0.01602326573 -0.106632925588785 -0.584563687130841 -0.474544695065421 -0.68440977411215 0.876689650841121 -0.0623453273271028 0.12942085064486 -0.97377564953271 -0.953236827102804 -0.962422847757009 0.0816272310018692 0.00655350100747663 -0.0105926897807477 -0.524950081588785 -0.457771966390654 -0.752186424392523 -0.0165288820659813 -0.0749115101675981 0.0865202361696262 -0.704224648971963 -0.621040975233645 -0.571157943794393 -0.10779442996729 -0.0464706142102804 -0.0549768024678505 -0.682121652523365 -0.753390458878505 -0.662759280560748 -0.547973244109346 -0.566159672257944 -0.547973244109346 -0.566159672257944 -0.564336947867374 -0.478580283415888 -0.554011430551402 -0.685166536261682 -0.719621281028037 -0.748654898971963 -0.553635512691589 -0.44817362315514 -0.696042015327103 -0.597930050962617 -0.524966054558878 -0.703193081588785 -0.172125547497664 0.134856017907477 0.246187656993201 -0.552771863979439 -0.479757182550187 -0.727478060093458 -0.538605573417477 -0.47159498371028 -0.775823896261682 -0.0312211792037383 -0.0867444996738318 0.0869533792168224 -0.63550661682243 -0.668689312803738 -0.540966793866355 -0.726485915140187 -0.597627294056075 -0.621075926542056 0.0618057251420561 -0.0263052705046729 -0.106910036484112 -0.528181616082243 -0.658660359626168 0.20077907685514 -0.487393820747664 -0.471358313781028 0.128589038504673 -0.696163754859813 -0.73327202682243 0.0668806341112149 -0.755857994205608 -0.756756157009346 0.173495851692523 -0.010208313911215 -0.000402753809345793 -0.0602386046346449 0.0218361388495327 -0.698921743271028 0.124789902850467 -0.0697468313514019
"10" "2" 0.274362861047619 -0.0198590305295238 -0.117621533678095 -0.607193087323809 -0.52528890224381 -0.563061403688571 0.16685165247619 -0.102265864857143 -0.0070064190526 -0.956628647904762 -0.953423996857143 -0.91904477772381 0.069816871112381 0.0205925615040952 -0.0190208233300952 -0.624036012561905 -0.613702199438095 -0.811203323809524 0.0220281651066667 -0.0852810459946667 0.0972210419419048 -0.669338065444762 -0.508354153306667 -0.680347554933333 -0.125779696170476 -0.0381434856595238 -0.0489706920190476 -0.72480882552381 -0.804586533904762 -0.759376810761905 -0.540442619289143 -0.614092928857867 -0.540442619289143 -0.614092928857867 -0.656546526047619 -0.635626516007619 -0.498276008093333 -0.562926411966857 -0.770580464380952 -0.806833435523809 -0.597761821514286 -0.544648208518095 -0.667487144761905 -0.611658492034286 -0.545788844499238 -0.545506902213333 -0.212081398438095 0.109195483165714 0.0454905907609524 -0.630856418397143 -0.627326624028571 -0.784877997238095 -0.651557849527048 -0.625546840167619 -0.837274286 -0.0762813807804762 -0.142473444354286 -0.0663702630980952 -0.624673415189524 -0.632916517638095 -0.653292507971429 -0.685569152314286 -0.449797341819048 -0.719494934476191 -0.0664477889358095 -0.149247821108571 0.0264237194761905 -0.599923107085714 -0.683402406285714 0.183181829624762 -0.603748028352381 -0.682924334857143 0.197566292865238 -0.636748977714286 -0.590497495666667 0.0325717450047619 -0.799657681619048 -0.831195078095238 0.182914391139048 0.0361825644973238 -0.0100994171847619 -0.106995581875238 0.100987250546667 -0.0357972239047619 0.1726565944 0.0611041217250476
"10" "3" 0.283022851390244 -0.0176101802890244 -0.109300809614634 -0.387949736463415 -0.491533088682927 -0.590135740698171 0.947427665365854 -0.0531029436097561 0.0380223351353659 -0.967165690731707 -0.957612404390244 -0.932935896097561 0.0902379029268293 0.011382539067439 -0.0025362268445122 -0.413966157902439 -0.553771154895 -0.671391539719512 -0.0729763855568293 -0.0965149587268293 0.0889745936 -0.640191547280488 -0.658821672926829 -0.528090870251219 -0.0860423400121951 -0.0426176317707317 -0.0647303052792683 -0.703190797804878 -0.742516071707317 -0.625237392134146 -0.394578642841463 -0.430167169073171 -0.394578642841463 -0.430167169073171 -0.494397184658049 -0.459478373804878 -0.509961194790244 -0.623853267939024 -0.707591718780488 -0.746463814634146 -0.420598920121951 -0.491279193330488 -0.585678810782927 -0.376846007195122 -0.524006637763415 -0.627883128414634 -0.0636873685756097 0.0241451322743902 0.160773064180366 -0.43296268697439 -0.560944203558537 -0.633224754710976 -0.447027465758537 -0.578058607530488 -0.709127870853659 0.0261906029512195 -0.238380312329268 0.011816912397561 -0.595141107475732 -0.641574197963415 -0.492110954457317 -0.657580476707317 -0.673324389268293 -0.584226067807317 -0.233327226302439 -0.0906205179780488 -0.0738655697646342 -0.40244452002439 -0.535679822989024 0.124623122839024 -0.437886787707317 -0.4932640121 0.163901040517805 -0.647949050012195 -0.67495063645122 -0.0856475167367439 -0.742518121951219 -0.77039048304878 0.0900308218682927 -0.0228523078134146 0.000465317505243901 0.146698546792683 0.0287479026658537 -0.845576668658537 0.119878973290244 -0.00513904755691463
"11" "1" 0.274078322678571 -0.0158298588141071 -0.109287620625 -0.687820535982143 -0.463525220425 -0.737772964375 0.911211785178571 -0.0105691262125 0.159833210517857 -0.984398526160714 -0.95845713375 -0.965967622589286 0.0797562933848214 0.00662493900392857 -0.00309662888651786 -0.689644892321429 -0.553056845401786 -0.845009236160714 -0.0414178672071429 -0.0728850632598214 0.0804938521829866 -0.781760796696429 -0.728009741785714 -0.679618415267857 -0.093250439325 -0.04567435003125 -0.0419677938535714 -0.754035249107143 -0.856562830982143 -0.754531848035714 -0.607102994017857 -0.703921926696429 -0.607102994017857 -0.703921926696429 -0.675388460535714 -0.673521940357143 -0.672644426428571 -0.748406447232143 -0.800515520357143 -0.863734078392857 -0.673339350535714 -0.485968673770179 -0.785081183482143 -0.693822815357143 -0.486270557622321 -0.733574848392857 -0.220633116605357 0.0525781530366071 0.136524895338214 -0.702917264553571 -0.5851910409375 -0.829130858125 -0.703641609732143 -0.547917901734821 -0.859614654196429 -0.113623263897321 -0.263502520715179 -0.0128965820008929 -0.737331335267857 -0.777438202589286 -0.661476423035714 -0.796365268214286 -0.703744978303571 -0.715404199732143 -0.0379451561353571 -0.205040444636607 -0.118711184607143 -0.692543108660714 -0.756737221339286 0.143301025600384 -0.669674682946429 -0.680006127053571 0.1354690794125 -0.780379754553571 -0.770559612946429 -0.0583027685717857 -0.863281424464286 -0.873911187232143 0.105096694822321 0.0270508049241071 -0.0280042526678571 0.0286559833303571 -0.00525176283482143 -0.719809077857143 0.0879686808035714 -0.0907459495714286
"11" "2" 0.272411673342342 -0.0238167670027027 -0.107818780540541 -0.621870879252252 -0.549425828026126 -0.597717879603604 0.365012491981982 0.317106925405405 0.129167325864865 -0.966867090540541 -0.958460567747748 -0.946606935135135 0.0864874910783784 -0.000177221588198197 -0.00594253564612613 -0.726303604504504 -0.707808588828829 -0.886394294864865 -0.0497824529559459 -0.0489219368189189 0.109104302340811 -0.747564058108108 -0.641708431081081 -0.830862447387387 -0.0839214670387387 -0.0561958419990991 -0.0566645925292793 -0.825419891351351 -0.902603746756757 -0.884690626936937 -0.568067720297297 -0.640475768288288 -0.568067720297297 -0.640475768288288 -0.752861096306306 -0.740063157927928 -0.613211387972973 -0.674106162072072 -0.877131090990991 -0.895279453243243 -0.678067734774775 -0.622710499954955 -0.768359917477477 -0.602657508855856 -0.543007651946847 -0.554279062885586 -0.28789938443964 0.0373185166126126 -0.120627491122523 -0.747013656846847 -0.721607836306306 -0.875370657837838 -0.72983571 -0.712627608738739 -0.895999124324324 -0.125996646146667 -0.222810524558559 -0.219314221682523 -0.730801406306306 -0.787329025585586 -0.821928319099099 -0.756396668828829 -0.579425224676577 -0.849708412702703 -0.116072199301802 -0.25528830881982 -0.0397062115189189 -0.663648231891892 -0.684141028018018 0.105853882621622 -0.733205074234234 -0.750650443333333 0.159119909603604 -0.764231558198198 -0.675787916396396 -0.163041137769279 -0.893549944684685 -0.905176671261261 0.138933812045946 -0.00678863774684685 -0.0300528180882883 -0.0159597676873874 -0.00726004498747748 -0.136699683153153 -0.261183124774775 -0.0696559164675676
"11" "3" 0.284585919569892 -0.0175011471463441 -0.109865575580645 -0.432376405122581 -0.452244968306452 -0.658765877956989 0.949184600967742 -0.186555876129032 0.129757240913978 -0.974728673655914 -0.953973436021505 -0.957966113978495 0.0827896249032258 0.0187513641407527 -0.011516333653871 -0.542862002208602 -0.557706404284946 -0.787128308494624 -0.0766766162075269 -0.0516822826419355 0.0694181683365591 -0.680414756287097 -0.747740121290323 -0.65335553344086 -0.0612217693150538 -0.0457464387483871 -0.0449706086376344 -0.762964479462366 -0.84175440139785 -0.738353680537634 -0.435286646087097 -0.470308941273118 -0.435286646087097 -0.470308941273118 -0.597977141580645 -0.562569122870968 -0.593135495827957 -0.661639243770968 -0.798480469032258 -0.836857504301075 -0.484839431511828 -0.477317279484946 -0.685927082580645 -0.414153287073118 -0.473935958033333 -0.670719065268817 -0.1530123894 0.00037761043763441 0.150395766919355 -0.561111982845161 -0.582693926715054 -0.761806789032258 -0.565529027026882 -0.560388708408602 -0.811583862365591 -0.00983895014301075 -0.240953657752688 -0.0598738473086022 -0.652085196763441 -0.763644151182796 -0.630913748924731 -0.692501885 -0.740499567956989 -0.692910262150538 -0.195898975548387 -0.066024998155914 -0.0851938769389247 -0.451753651478495 -0.56385319727957 0.13345822393871 -0.547837094890323 -0.585219769150538 0.185032640074946 -0.722203456344086 -0.682207591931183 -0.108210434065591 -0.832406152688172 -0.854748449569892 0.108187363827957 -0.0241743890489247 0.00538514875806451 0.156584928827957 -0.104226104948387 -0.791233038709677 0.211408511290323 -0.0688941287741935
"12" "1" 0.276057443069307 -0.015676243779901 -0.10474974250495 -0.559959747869307 -0.529671363766337 -0.677753064059406 0.946350034554455 -0.0352829359881188 0.0268569619405941 -0.982188532277228 -0.964125738910891 -0.953271796732673 0.0616013477237624 0.0151424387362376 0.00145504713207921 -0.499767671217822 -0.531056128408416 -0.748006224554455 -0.0731573799682178 -0.0550154002178218 0.0862757685348515 -0.762464024554455 -0.70747943960396 -0.653838549722772 -0.0783283800495049 -0.0442452014910891 -0.0491725210478218 -0.68697216039604 -0.782289840792079 -0.731348481485149 -0.531398368439604 -0.595762530207921 -0.531398368439604 -0.595762530207921 -0.563511931825743 -0.501230624277228 -0.651819678574257 -0.682630181782178 -0.751234633564356 -0.765701087722772 -0.521592626787129 -0.511349421926733 -0.69111111960396 -0.576429073086139 -0.570826700623762 -0.696426728613861 -0.11292209946703 0.0750351260178218 0.0731359877425743 -0.533797960465347 -0.556878705840693 -0.735865726831683 -0.509207549782178 -0.534616884372772 -0.758674936138614 -0.0694128850421782 -0.160479511386139 -0.118799414979208 -0.688057176633663 -0.718260441386139 -0.639660906910891 -0.786638406534653 -0.703970217425743 -0.691149404158416 -0.0214604120930693 -0.110644527549505 -0.0546366934158416 -0.558504525239604 -0.682453679207921 0.127348355524752 -0.50547623729604 -0.498200188562376 0.137992467720792 -0.703062320792079 -0.723877432574257 0.0157690749772277 -0.771896328811881 -0.774146300693069 0.119936313664455 0.0301605403920693 -0.00449988594356436 0.11802631599604 -0.0565714257219802 -0.843109599405941 0.106967457682178 0.00186692621980198
"12" "2" 0.266082710625 -0.0216233303623214 -0.107779227732143 -0.646489989285714 -0.556632768489286 -0.71078836375 0.232855291892857 0.310064567232143 0.114728321741071 -0.947502728839286 -0.959066641785714 -0.949628025535714 0.0795965053125 0.000947389675892858 0.00186763951757143 -0.686331603125 -0.660245349508929 -0.853957578839286 -0.05108659083125 -0.0638576750214286 0.119475260867857 -0.762068999276786 -0.753801992321429 -0.671333982589286 -0.0742119278375 -0.0375729109294643 -0.0666957494160714 -0.773498660267857 -0.870858875982143 -0.80116665 -0.61437361375 -0.634432599017857 -0.61437361375 -0.634432599017857 -0.720348515178571 -0.66880276125 -0.645639625714286 -0.74535057411875 -0.833594794732143 -0.84658812625 -0.661519655089286 -0.587765332970536 -0.771850278214286 -0.641221476875 -0.569710102674107 -0.702411157232143 -0.321327538767857 0.0536458931330357 -0.00898967214375 -0.698111078125 -0.670655666517857 -0.837511918571429 -0.702504143839286 -0.672771350339286 -0.869364314196429 -0.108843278352679 -0.186006250224107 -0.137340935912857 -0.710446164553571 -0.791059746785714 -0.695148242678571 -0.779458475196429 -0.736467650446429 -0.696271788839286 -0.0678406330910714 -0.173730839532143 -0.0817623355044643 -0.640288644321429 -0.688239483214286 0.0433066463386607 -0.664579439017857 -0.676076496517857 0.123247081097321 -0.782317072678571 -0.765830840794643 -0.0485328224583036 -0.848055993035714 -0.855691932946429 0.0575970719216964 0.0265891544099107 0.0304922597794643 0.0611195643917857 -0.0354395038839286 -0.0636168266964286 -0.226970120803571 -0.0814664978452679
"12" "3" 0.27917501317757 -0.017409269059126 -0.107259064196262 -0.541169092766355 -0.478627380261682 -0.707594147915888 0.954112506915888 -0.201598941682243 -0.046660446297757 -0.974218239626168 -0.958795955046729 -0.937756542523364 0.069169672017757 0.000599982610093458 -0.00240691054598131 -0.551665152224299 -0.516364423850467 -0.770534038224299 -0.0654825941242991 -0.0582828005869159 0.0808286622392523 -0.659453749491589 -0.741484652803738 -0.687022033242991 -0.0670411006663551 -0.0495354405859813 -0.0556109598420561 -0.664451679336449 -0.776139848130841 -0.71210966217757 -0.528846866015888 -0.491357117725234 -0.528846866015888 -0.491357117725234 -0.598340360560748 -0.520624452701869 -0.598021992818692 -0.623641733732149 -0.742961850747664 -0.742897294392523 -0.546573932765421 -0.467064077446729 -0.712854639252336 -0.539991431149533 -0.518911180018692 -0.730705477009346 -0.106564606020561 0.00598375527476635 0.146463778014953 -0.557130345093364 -0.54071655524486 -0.747782552616822 -0.587259753617757 -0.523243744191589 -0.79207091953271 0.0400260934579439 -0.265990689401869 -0.0358837445130841 -0.584441486709346 -0.721424402523364 -0.634542223261682 -0.685758938084112 -0.758138180093458 -0.736879244766355 -0.160993391728972 -0.0346374541217757 -0.0567861467242991 -0.475228893233645 -0.580934639117757 0.0605338521590187 -0.514677991254206 -0.531569883690654 0.118529379566355 -0.662718972136449 -0.666686973831776 -0.100265700254206 -0.746029083065421 -0.758218631775701 0.0376029510448598 -0.00633026898691589 0.021170210328972 0.180150042685047 -0.102387258831776 -0.808070931869159 0.221713742336449 0.0542571620928037
"13" "1" 0.275164480283019 -0.0127005174990566 -0.104874264585849 -0.644015565660377 -0.357764321175472 -0.552472841231132 0.917660608867925 -0.105488879603774 -0.0355753967830189 -0.976628651886792 -0.956486711037736 -0.940474913113208 0.0783368595531132 0.00113886000266981 -0.00753126947471698 -0.577739715253774 -0.424583248407359 -0.657991351226415 -0.0257839180783019 -0.0846647314545283 0.0802338592974528 -0.657941358584906 -0.608821667150943 -0.64235859754717 -0.0963177790245283 -0.0361692317518868 -0.0557844080273585 -0.574862901433962 -0.650842126858491 -0.641357167132075 -0.515646585726415 -0.590886742264151 -0.515646585726415 -0.590886742264151 -0.529038500849057 -0.527960263693113 -0.55726560745283 -0.581771444169811 -0.622052631132075 -0.631510183575472 -0.63786184254717 -0.39226097254566 -0.574750057009434 -0.647351037169811 -0.38202297845283 -0.576975055559434 -0.128788647354717 0.0221649541660377 0.153312525411321 -0.615070736949057 -0.478445313896226 -0.639498404650943 -0.577492900346226 -0.404840290543491 -0.675413905188679 0.0194798169433962 -0.241325673616981 -0.0673927758359434 -0.558212367553774 -0.591929426858491 -0.596391413018868 -0.69042225009434 -0.6235520715 -0.692992153867925 0.0341621279386792 -0.00922166164150943 0.0740719051863208 -0.568494583122642 -0.669586197641509 0.205922174100943 -0.538673903519811 -0.517953042662736 0.230183496979245 -0.593731895481132 -0.650060296226415 0.166254541908491 -0.640476509113208 -0.646028610198113 0.211501631946226 -0.00779173178207547 0.0160671579235849 0.0259366396330189 0.00884771849056604 -0.72536864245283 0.155009144160377 0.0461998583938774
"13" "2" 0.268013940401709 -0.0238715005744444 -0.11440833525641 -0.652709027350427 -0.454810942828205 -0.60573458944188 0.315342311444444 0.179825734700855 0.21981175143453 -0.952500408547009 -0.950613741282051 -0.936566391794872 0.0732361994059829 0.00911909725897436 -0.0171837287696581 -0.751273005042735 -0.671391551555556 -0.831632908205128 -0.0701691889272479 -0.049407457674359 0.11728369312906 -0.769500538034188 -0.699864579230769 -0.61217959825641 -0.085216239717094 -0.0434341756367521 -0.065482676425641 -0.816702232307692 -0.837806151367521 -0.783471069487179 -0.556543113040171 -0.65573720948718 -0.556543113040171 -0.65573720948718 -0.736662238547009 -0.731466096581197 -0.611896202020513 -0.695998693675214 -0.819279812307692 -0.831315607008547 -0.696305893760684 -0.541738625316239 -0.702337729290598 -0.63748715008547 -0.448175601025641 -0.588112435542479 -0.365041214889744 -0.0969305582735043 -0.0935338501692308 -0.760034597350427 -0.692974772384615 -0.816700591538462 -0.764849774615385 -0.670200571145299 -0.845260776923077 -0.0619691697034188 -0.240689770245299 -0.205967732318205 -0.740367109401709 -0.744687598034188 -0.633585543641026 -0.780459882649573 -0.679932607435897 -0.642019683333333 -0.153291819876923 -0.160522988905983 -0.0355219109811966 -0.681238928632479 -0.695413206752137 -0.0277441901119658 -0.719549335811966 -0.749134565555556 0.146285899960684 -0.735705235128205 -0.722672365897436 -0.0223447317965812 -0.826754020598291 -0.850323911794872 0.0792930148623932 0.00625226956239316 0.0222364922504274 0.114296607593504 -0.0183801755247863 -0.071903021025641 -0.096467611025641 -0.173594639128205
"13" "3" 0.285508515192308 -0.0156969847058654 -0.107546068307692 -0.5739570415875 -0.534874669639904 -0.601839670009615 0.942324865865385 -0.22711393875 -0.0717359452493269 -0.974341075480769 -0.953830916442308 -0.939378925192308 0.0875414402563942 0.000778673536538461 -0.0118190276222212 -0.574783901471154 -0.603206184282692 -0.684192177826923 -0.0716336424986539 -0.0520013150865385 0.0971367339983654 -0.712188241855769 -0.622442342932692 -0.679387191057692 -0.0830257613846154 -0.0528809603182692 -0.0526950258673077 -0.745847459519231 -0.654775811269231 -0.705849012240385 -0.545807144883654 -0.537877720620192 -0.545807144883654 -0.537877720620192 -0.598655057601923 -0.557749532853846 -0.571109873221154 -0.624920336432692 -0.685329902269231 -0.659984303725962 -0.575118389972115 -0.542314326 -0.604103233031731 -0.574342879038461 -0.560905162839423 -0.633813018326731 -0.156260622239423 -0.0230614874425962 0.102170612199038 -0.593512739565385 -0.629798928534615 -0.664434381973077 -0.593457358687625 -0.600864700644231 -0.702576082596154 -0.0262174939205769 -0.232617406192308 -0.0788089972473077 -0.669063548451923 -0.593711569577885 -0.630260506625 -0.728217285 -0.645242972058654 -0.727642155769231 -0.216549145498077 -0.0634785711240385 -0.0514137428335481 -0.509049144720192 -0.627195063653846 0.0884247565038462 -0.5509505371875 -0.569537625130385 0.1757762284375 -0.617928671240385 -0.699973072567308 0.0524809060580769 -0.655971610297115 -0.690231695158654 0.190183219362596 -0.0136738220901923 -0.00296135618173077 0.140389951730769 -0.0753522218259615 -0.752206636538462 0.238805464615385 0.0717273251267308
"14" "1" 0.275797411327434 -0.0155313194530973 -0.103719524442478 -0.676779010530973 -0.465218366922478 -0.41388211499 0.867996077522124 -0.158558034923009 -0.265800546265487 -0.975516263185841 -0.952480743769912 -0.943167708672566 0.0730913756404425 0.0105071235189558 0.00537473935646018 -0.706047960530973 -0.64228996300885 -0.71332634460177 -0.0228610128472566 -0.0774151461946903 0.0711685089557522 -0.782192248761062 -0.46748777624115 -0.521205255946903 -0.101817928843602 -0.0436870585389381 -0.0451568991955752 -0.771762688053097 -0.751864919380531 -0.729259354778761 -0.526606766327434 -0.632223954336283 -0.526606766327434 -0.632223954336283 -0.663649827256637 -0.694739922035398 -0.52216070539823 -0.557744216389381 -0.743742995752212 -0.788107530707965 -0.686699549380531 -0.536852444389381 -0.54378254750885 -0.673239860442478 -0.463963841406195 -0.393900502460973 -0.256653537149558 -0.11822506609646 -0.108753803767257 -0.715698012920354 -0.659757743362832 -0.682005822389381 -0.722360971327434 -0.647619868761062 -0.74359472300885 -0.13190548259115 -0.300709020955752 -0.240153645938053 -0.733188669115044 -0.576171375504425 -0.568511028053097 -0.798051231769912 -0.414423641750354 -0.550967253292035 -0.13461377075292 -0.382537309311504 -0.228373394321239 -0.644507447522124 -0.682906045752212 -0.0118872561150442 -0.690310657256637 -0.701698607433628 0.180815444752212 -0.622930174513274 -0.59094458920354 -0.102979339807965 -0.780413169469027 -0.814039837787611 0.140298821692743 0.0442375159123894 0.0114277185823009 -0.0332843620982301 0.00637452626778761 -0.644312627522124 0.192787146230088 0.212357951769912
